seller_id,user_name,profit_estimate,value_em,user_created,booth_created,days_as_user,first_sale,days_to_sale,country,state,city,committed,year_sales,year_amount,year_fvf,items_for_sale,sales,source_em,entry_source_em,inventory_source_em,entry_url,entry_query
1201,khnitz,656,minnow,8/21/08,8/26/08,10.44,10/2/08,37,US,MI,Howell,TRUE,22,987.84,45.19,128,361,,,,,
3186,valdazar,42,minnow,9/13/08,9/13/08,10.39,10/10/08,27,US,NY,Unadilla,TRUE,0,0,0,31,87,,,,,
11290,gravytrain190,276,minnow,10/22/08,10/22/08,10.28,11/25/08,34,US,NC,Liberty,TRUE,23,413.93,44.79,1697,338,,,ebay,,
15984,vintageautospares,110,minnow,11/11/08,11/11/08,10.22,12/8/08,27,IN,,New Delhi,TRUE,1,84.2,2.6,0,77,direct,,ebay,,
17467,bikesnpawn,1997,dolphin,11/17/08,11/17/08,10.21,3/24/09,127,US,FL,Cocoa,TRUE,15,829.72,58.42,1055,354,,,ebay,,
28199,OESaccessories,1744,dolphin,12/18/08,12/18/08,10.12,3/23/09,95,US,TN,Baxter,TRUE,25,2179.75,283.4,882,316,,,ebay,,
28361,diver4,23,minnow,12/19/08,12/19/08,10.12,2/18/10,426,US,VA,Virginia Beach,TRUE,23,242.7,24.99,961,26,organic,,ebay,,
40906,Speedoggy,25,minnow,1/18/09,1/18/09,10.04,2/15/09,28,US,IN,North Manchester,TRUE,2,52.67,1.84,3037,36,,,ebay,,
41078,DieselCare,241,whale,1/19/09,1/19/09,10.04,12/24/12,"1,435",US,TN,Millington,TRUE,4,414.6,14.23,0,43,,,,,
49654,GumpysAtv,577,minnow,2/1/09,2/1/09,10,3/17/10,409,US,WV,Davy,TRUE,35,1933.94,167.6,10250,117,direct,,,,
49808,motoring312,13,minnow,2/1/09,2/1/09,10,10/31/09,272,US,WI,pleasant prairie,TRUE,1,43.96,1.19,17189,15,email,,,,
51831,artandmotorcycles,357,minnow,2/3/09,2/3/09,9.99,5/16/09,102,US,NC,Waxhaw,TRUE,13,568.4,44.07,3916,181,,,ebay,,
52508,nwironhorse,41,minnow,2/4/09,2/4/09,9.99,5/16/09,101,US,SD,STURGIS,TRUE,0,0,0,11,29,direct,,,,
52534,devinism,223,minnow,2/4/09,2/4/09,9.99,9/23/09,231,US,OR,Grants Pass,TRUE,7,916.1,30.61,69,65,email,,ebay,,
73282,Bosha,0,minnow,3/8/09,3/8/09,9.9,11/11/11,978,CA,,CALEDON,TRUE,2,28.81,1,65,3,email,,ebay,,
88199,cmod,10601,dolphin,3/31/09,3/31/09,9.84,4/13/09,13,CA,,Coquitlam,TRUE,144,24133.43,2160.24,206,1869,email,,,,
97397,fasnr,186,minnow,4/15/09,4/15/09,9.8,4/29/10,379,US,CT,Milford,FALSE,0,0,0,0,120,,,,,
113421,trucknutsuperstore,167,minnow,5/10/09,5/10/09,9.73,12/1/09,205,US,NM,Tierra Amarilla,TRUE,5,2121.74,104.48,49,135,direct,,ebay,,
120467,XLevelOnline,-230,dolphin,5/19/09,5/19/09,9.71,5/20/10,366,US,IN,Indianapolis,TRUE,7,3959.84,259.73,1079,42,,,ebay,,
127122,d_black_designs,452,minnow,5/30/09,5/30/09,9.68,10/6/09,129,US,FL,Seminole,FALSE,29,428.39,33.62,0,193,direct,,ebay,,
142852,carparts,260,minnow,6/24/09,6/24/09,9.61,8/3/09,40,US,WA,Tacoma,TRUE,12,210.1,27.41,514,329,direct,,,,
145863,Motocross101,4478,whale,6/29/09,6/29/09,9.59,9/2/09,65,US,OK,MIDWEST CITY,TRUE,60,6937.53,715.96,16543,479,,,ebay,,
168856,eXtraCoolDeals,-1561,dolphin,8/7/09,8/7/09,9.49,9/4/09,28,US,NJ,Toms River,TRUE,6,690.56,62.14,896,59,,,ebay,,
170867,ltraci2,244,minnow,8/11/09,8/11/09,9.48,10/26/09,76,US,WA,Spanaway,TRUE,15,1314.41,70.9,219,241,,,,,
284267,anycarpart,319,minnow,12/11/09,12/11/09,9.14,1/26/10,46,US,CA,El Sobrante,TRUE,1,47,3.6,27,92,,,,,
292652,shop123laundry,359,dolphin,12/16/09,12/16/09,9.13,4/6/10,111,US,CA,La Habra,TRUE,66,6867.43,310.4,76633,426,,,ebay,,
301284,GREENow,1,minnow,12/22/09,12/22/09,9.11,1/2/10,11,US,NY,Woodside,TRUE,0,0,0,36,10,,,ebay,,
315619,MoProAuto,941,dolphin,1/5/10,1/5/10,9.07,11/28/10,327,US,IN,MEMPHIS,TRUE,31,3859.19,586.5,6560,142,,,ebay,,
386455,FCRC_Machine,1128,minnow,3/3/10,3/3/10,8.92,10/25/14,"1,697",US,CA,Stockton,TRUE,22,4054.89,210.54,1436,124,,,,,
409134,fairmarket,41,minnow,3/20/10,3/20/10,8.87,3/7/13,"1,083",CA,,Vaughan,TRUE,0,0,0,31,76,,,,,
438044,Turboparts,5095,dolphin,4/11/10,4/17/10,8.79,5/12/10,25,US,NJ,East Rutherford,TRUE,472,14722.85,1688.05,225,3311,organic,,,,
465384,autoecu1,12930,dolphin,5/1/10,5/1/10,8.76,7/14/10,74,US,FL,West Palm Beach,TRUE,91,10627.86,1449.37,223,685,direct,,ebay,,
484857,xcbob,3108,whale,5/15/10,5/15/10,8.72,5/19/10,4,US,PA,Winfield,TRUE,221,9823.19,653.34,5244,2174,,,,,
560910,ValairAutoACParts,13,minnow,7/10/10,10/21/17,1.28,6/4/18,226,US,TX,Allen,TRUE,2,509.74,30.2,75,2,direct,,,,
615335,FULLFLIGHTRACING,474,dolphin,8/18/10,5/6/17,1.74,5/10/17,4,US,KY,HICKMAN,FALSE,3,429.97,38.7,0,28,other_search,,,,
703586,sdm6572,33,minnow,10/15/10,5/26/16,2.68,6/23/16,28,US,SC,Bishopville,TRUE,3,77.7,5.18,591,19,,,ebay,,
777945,Interstate,17458,dolphin,11/27/10,11/27/10,8.18,3/14/11,107,US,NC,Stallings,TRUE,1002,54417.88,6903.36,6352,4987,,,ebay,,
797342,graystone909,1,minnow,12/5/10,12/5/10,8.16,6/22/11,199,US,OH,Mentor,TRUE,0,0,0,0,10,organic,,,,
839330,Maurodc,508,minnow,12/23/10,12/23/10,8.11,1/11/11,19,US,FL,Hollywood,TRUE,3,25.67,1.5,96,149,,,ebay,,
951337,importsource,343,whale,3/4/11,3/4/11,7.92,8/26/11,175,US,SC,Belton,TRUE,22,1550.81,105.12,19711,23,direct,,ebay,,
987225,somethingforevery1,629,dolphin,3/27/11,12/28/16,2.09,1/7/17,10,US,NY,New Hartford,FALSE,5,216.83,12.84,0,27,other_search,,,,
1176223,tjsa12,302,minnow,7/3/11,7/3/11,7.58,8/24/11,52,US,FL,Altha,TRUE,1,10.53,0.5,690,253,direct,,,,
1347269,coolblingz,39,minnow,9/23/11,9/23/11,7.36,3/13/16,"1,633",US,CA,Orangevale,TRUE,13,361.48,30.21,556,34,,,,,
1481832,DIscountHitchCentral,19234,whale,11/23/11,11/23/11,7.19,3/7/12,105,US,NV,Las Vegas,TRUE,222,32564.34,3788.29,8458,1517,email,,,,
1549818,OBD_Innovations,3747,sea_bass,12/14/11,12/14/11,7.13,2/29/12,77,US,CA,San Jose,TRUE,35,553.04,141.63,1005,1232,direct,,ebay,,
1579564,Hubcaps4Less,58,minnow,12/26/11,12/26/11,7.1,1/19/12,24,US,MI,Detroit,FALSE,2,54.93,4.94,0,65,,,,,
1644190,customedge,18,minnow,1/26/12,1/26/12,7.02,3/7/12,41,US,FL,Oak Hill,TRUE,1,6.7,0.6,2599,21,bing,,ebay,,
2223161,lavamtn,0,minnow,2/21/12,10/22/18,0.27,,NaN,US,AK,Kasilof,TRUE,0,0,0,230,0,direct,,ebay,,
2482111,LIGHTNTRIM,393,dolphin,3/2/12,3/3/12,6.92,3/17/12,14,US,IL,LOCKPORT,TRUE,14,1799.97,95.17,7334,220,direct,,ebay,,
3934101,CarSignShop,568,minnow,5/12/12,5/12/12,6.72,1/23/13,256,US,FL,Orlando,TRUE,19,199.8,12.6,1075,21,organic,,,,
4065915,BobsBikeStuff,23,minnow,6/11/12,6/11/12,6.64,11/10/12,152,GB,,Gainsborough,TRUE,1,34.98,3.15,270,13,direct,,,,
4119871,motoscience,693,minnow,6/23/12,11/8/13,5.23,6/26/14,230,US,CA,los angeles,TRUE,11,2284.85,322.93,305,63,,,,,
4130067,KudAutoParts,2730,dolphin,6/26/12,6/26/12,6.6,7/5/12,9,US,IL,Naperville,TRUE,68,4727.11,274.54,6643,817,direct,,ebay,,
4170689,infita_camelia,-136,minnow,7/7/12,7/7/12,6.57,11/5/12,121,ID,,Bekasi,TRUE,11,423.43,36.47,0,102,,,,,
4244271,mo_city,9,minnow,7/25/12,7/25/12,6.52,5/23/14,667,US,CA,Diamond Bar,TRUE,0,0,0,0,4,,,,,
4366095,itacostore,2557,dolphin,8/28/12,8/28/12,6.43,9/12/12,15,SG,,Singapore,TRUE,227,11817.94,1394.51,2515,938,direct,,ebay,,
4369027,tiresandwheels,15509,whale,8/28/12,8/28/12,6.43,10/10/12,43,US,OH,Edon,TRUE,381,66666.01,5492.55,2918,1516,direct,,ebay,,
4439381,mukuj,1892,dolphin,9/16/12,9/16/12,6.38,10/13/12,27,US,CA,North Hollywood,TRUE,15,2008.4,96.19,504,253,,,ebay,,
4479487,althafastener,1649,dolphin,9/26/12,9/26/12,6.35,11/5/12,40,US,FL,Altha,FALSE,14,307,27.63,0,642,direct,,,,
4500801,Delta_Graphics,9,minnow,10/1/12,9/22/17,1.36,11/24/17,63,US,AL,Delta,FALSE,4,69.96,13.3,0,5,google_text_ad,,,,
4504025,patchescosplay,112,sea_bass,10/2/12,10/2/12,6.33,10/8/12,6,US,FL,seminole,TRUE,42,545.21,31.99,62,330,direct,,ebay,,
4522105,all_euroautoparts,183,dolphin,10/7/12,10/7/12,6.32,11/4/12,28,US,CA,Lake Elsinore,TRUE,27,2129.98,103.27,19785,109,direct,,ebay,,
4625185,ddfh939bona,3597,dolphin,10/29/12,10/29/12,6.26,11/5/12,7,HK,,Tsuen Wan,TRUE,181,7651.09,925.37,2144,932,,,ebay,,
4655395,mikel17110,224,minnow,11/8/12,11/8/12,6.23,2/11/13,95,US,MA,Hudson,TRUE,38,1246.73,150.56,1948,100,,,ebay,,
4815033,vintagesledpaint,67,minnow,12/3/12,12/3/12,6.16,1/21/13,49,US,ND,Mooreton,TRUE,2,77.2,6.95,1074,23,direct,,ebay,,
4877481,quick-manual,18678,dolphin,12/11/12,12/11/12,6.14,2/5/13,56,CA,,Toronto,TRUE,2505,37946.28,10896.6,5948,8433,direct,,ebay,,
5124907,KENNEDY_RPM_FLAGS,1241,minnow,2/2/13,2/2/13,5.99,3/29/15,785,US,CA,Anaheim,FALSE,4,99.38,29.82,0,148,direct,,,,
5130711,themotorcyclestore,-74,minnow,2/3/13,2/3/13,5.99,11/4/14,639,US,IA,Ankeny,TRUE,0,0,0,171,9,,,,,
5327749,floccostradingpost,2582,dolphin,3/22/13,3/22/13,5.86,9/10/15,902,US,NJ,Logan Township,TRUE,200,21461.22,2468.6,175,469,email,,ebay,,
5339513,snohock,-1,minnow,3/25/13,3/25/13,5.85,3/26/17,"1,462",US,WY,Cheyenne,TRUE,0,0,0,34,1,email,,,,
5483313,TheFinestAutoParts,3127,dolphin,5/1/13,5/1/13,5.75,6/3/13,33,US,FL,Pompano Beach,TRUE,70,2208.31,216.3,12510,626,,,ebay,,
5521395,bonzuser_wwldd,6723,dolphin,5/11/13,5/11/13,5.73,5/20/13,9,TW,,Tainan City,TRUE,156,27433.35,2161.75,143,1090,direct,,,,
5559739,bartman40467,0,minnow,5/21/13,10/15/14,4.3,2/19/18,"1,223",US,CA,Oakhurst,TRUE,1,49.49,0,508,1,,,ebay,,
5792029,worldwidepartsoutlet,4522,dolphin,7/18/13,7/18/13,5.54,6/22/17,"1,435",US,AL,Atmore,TRUE,103,18529.74,2343.01,772,193,direct,,ebay,,
5880051,GLOMAR,118,minnow,8/6/13,8/6/13,5.49,9/4/13,29,US,CA,NORTH HOLLYWOOD,TRUE,5,543.53,47.02,0,11,affiliate,,ebay,,
5905287,leatherseven,4707,dolphin,8/13/13,8/13/13,5.47,9/21/13,39,GB,,Watford,TRUE,61,11435.38,1761.21,0,232,direct,,,,
5928531,Ledequipped,3400,minnow,8/19/13,8/19/13,5.45,5/11/14,265,US,NY,Mineola,FALSE,0,0,0,0,91,,,,,
6003331,KeylessRemoteShop,6111,dolphin,9/8/13,9/8/13,5.4,9/10/13,2,US,CA,San Pedro,TRUE,250,12334.21,1408.06,1492,1471,,,,,
6083377,JMS-Tool-Supply,323,minnow,9/28/13,9/28/13,5.34,11/5/13,38,US,IN,Elkhart,TRUE,33,969.35,94.39,228,95,,,ebay,,
6183101,Prestoshine,12,minnow,10/20/13,10/20/13,5.28,11/12/13,23,US,MA,Dunstable,TRUE,4,733.44,138.59,51,18,,,amazon,,
6201935,m2motorsportinc,-1228,minnow,10/24/13,10/24/13,5.27,12/18/13,55,US,CA,Los Angeles,TRUE,0,0,0,599,47,organic,,,,
6283059,sgw,0,minnow,11/9/13,11/9/13,5.23,,NaN,US,NC,Haw River,TRUE,0,0,0,43,0,email,,ebay,,
6430185,AAAUSEDPARTS,101,minnow,11/28/13,11/28/13,5.18,12/27/16,"1,125",US,OH,Overpeck,TRUE,19,812.37,68.61,236,59,direct,,ebay,,
6469617,madfablab,112,minnow,12/2/13,12/2/13,5.16,6/11/17,"1,287",US,TN,Knoxville,TRUE,15,452.41,51.36,0,37,organic,,,,
6681329,koolkustoms,13,minnow,12/26/13,12/26/13,5.1,1/10/14,15,US,IL,worth,TRUE,18,148.87,18.59,886,133,,,ebay,,
6692575,DifferentTouch,20,minnow,12/27/13,12/27/13,5.1,11/7/17,"1,411",US,FL,Ft. Lauderdale,TRUE,9,330.57,18.95,0,12,email,,ebay,,
6704445,speedsuccess,1113,sea_bass,12/29/13,12/30/13,5.09,2/28/14,60,AU,,Blackburn,TRUE,68,3520.38,415.48,153,194,email,,,,
6743011,startercentral,1497,dolphin,1/4/14,1/4/14,5.07,1/10/14,6,US,TN,Millington,TRUE,11,994.23,89.46,78,428,,,ebay,,
6833369,ReplacementRadios,2123,dolphin,1/19/14,4/12/16,2.8,5/2/16,20,US,IL,Effingham,TRUE,215,21142.37,1366.34,1064,533,direct,,ebay,,
6878037,europeandiscountpart,745,sea_bass,1/26/14,1/26/14,5.01,1/30/14,4,US,CT,Seymour,TRUE,20,651.74,76.73,155,265,,,ebay,,
6992439,Speed_Junkie_Gear,638,sea_bass,2/11/14,2/11/14,4.97,5/26/14,104,US,NY,Valley Cottage,TRUE,29,1067.28,132.26,132,281,direct,,ebay,,
6992917,eshopstickers,485,sea_bass,2/11/14,2/11/14,4.97,2/22/14,11,GR,,NEA MAKRI,TRUE,84,6851.06,460.54,117,250,,,,,
7080279,Decalutions,18,minnow,2/22/14,2/22/14,4.94,6/13/14,111,US,ID,Nampa,TRUE,16,140.8,16.42,106,22,direct,,,,
7154643,Hooked_fbiismx,-19,dolphin,3/3/14,12/12/18,0.13,1/11/19,30,US,KY,Stamping Ground,TRUE,1,23,4.37,1239,1,email,,ebay,,
7167281,fantastic_values,619,minnow,3/5/14,3/6/14,4.91,5/29/14,84,US,FL,St. Petersburg,FALSE,23,1616.93,238.92,0,47,direct,,ebay,,
7269347,mcasemaster,2246,dolphin,3/16/14,3/16/14,4.88,4/20/14,35,US,CA,San Jose,TRUE,188,29231.49,3022.94,486,357,,,ebay,,
7332067,carbon_fiber_store,-68,minnow,3/22/14,3/22/14,4.86,6/3/14,73,US,CA,rosemead,TRUE,1,81,11.36,316,34,,,,,
7421875,Grillie,2,minnow,3/31/14,3/31/14,4.84,3/14/16,714,US,RI,Barrington,TRUE,3,162.42,12.75,175,7,,,amazon,,
7647921,seadoo44,1214,dolphin,4/21/14,4/21/14,4.78,5/7/14,16,US,PA,Coopersburg,TRUE,105,4385.7,383.55,1304,541,,,ebay,,
7706077,GrasshopperLimited,2502,dolphin,4/27/14,4/27/14,4.76,4/29/14,2,US,WI,Janesville,TRUE,195,17592.43,2055.74,179,527,email,,ebay,,
7735349,seatbeltextenderpros,1678,dolphin,4/30/14,4/30/14,4.76,5/9/14,9,NL,,Schiphol,TRUE,367,8177.25,1374.2,9270,805,direct,,csv,,
7754817,AzSells2You,62,minnow,5/2/14,5/2/14,4.75,5/11/14,9,US,AZ,Phoenix,FALSE,0,0,0,0,99,,,,,
7930703,autopartstoys,726,dolphin,5/12/14,5/12/14,4.72,6/1/14,20,US,FL,Jupiter,TRUE,36,8614.05,563.47,7892,143,direct,,csv,,
7962757,Fabb42,857,sea_bass,5/14/14,5/14/14,4.72,9/14/15,488,US,CA,San Rafael,TRUE,53,964.76,88.07,419,159,,,ebay,,
8111643,IBXBoatworks,107,minnow,5/25/14,5/25/14,4.69,6/16/14,22,US,GA,Hartwell,TRUE,1,478.5,74.96,201,17,,,ebay,,
8112083,Bens_Auto_Parts,307,minnow,5/25/14,5/25/14,4.69,9/18/14,116,US,IN,Greenwood,TRUE,17,407.71,50.71,378,131,direct,,,,
8125033,fhill0,89,minnow,5/26/14,5/26/14,4.68,7/2/14,37,US,MN,Saint Paul,TRUE,14,339.4,23.19,48,80,,,ebay,,
8219395,DashKitMall,0,dolphin,6/3/14,6/3/14,4.66,,NaN,US,NY,Brooklyn,TRUE,0,0,0,19,0,,,,,
8223861,Shopena,1444,dolphin,6/3/14,6/3/14,4.66,11/14/14,164,US,NY,Somers,TRUE,177,10308.54,543.01,1254,571,,,ebay,,
8366293,siraweb,-445,sea_bass,6/10/14,6/10/14,4.64,6/12/14,2,US,OH,Willoughby,TRUE,28,1266.62,89.55,1506,299,email,,ebay,,
8494129,carpartnersllc,2813,dolphin,6/19/14,6/19/14,4.62,6/24/14,5,US,TN,Johnson City,TRUE,6,1756.95,116.61,44,91,,,ebay,,
8516003,Summit_Performance,2123,sea_bass,6/21/14,6/21/14,4.61,6/27/14,6,US,GA,Acworth,TRUE,176,7747.46,953.6,125,381,,,ebay,,
8571135,Viragoscoot,861,minnow,6/26/14,6/26/14,4.6,7/8/14,12,US,OK,OKC,TRUE,3,98.24,7.36,1850,144,email,,ebay,,
8620019,Non_Perishables,1478,dolphin,6/30/14,12/3/14,4.16,2/1/15,60,US,TX,Richardson,TRUE,289,12464.91,1779.06,492,492,direct,,api,,
8631771,bryan330,93,minnow,7/1/14,7/1/14,4.59,9/20/14,81,US,ID,Ammon,TRUE,5,133.28,18.07,173,36,,,ebay,,
8633333,natalexauto,93,minnow,7/1/14,7/1/14,4.59,8/4/14,34,CN,,Shenzhen,FALSE,10,245.04,19.17,0,108,email,,,,
8678633,megaobino,2165,dolphin,7/5/14,7/5/14,4.58,7/9/14,4,US,TX,converse,TRUE,230,8371.98,921.38,31115,1360,direct,,ebay,,
8684111,techpublishers,944,minnow,7/5/14,7/6/14,4.57,7/23/14,17,US,FL,Edgewater,TRUE,15,2341.14,264.32,452,116,,,amazon,,
8691111,snowplowdoctor,1420,dolphin,7/6/14,7/6/14,4.57,9/3/14,59,US,PA,Cochranville,FALSE,30,6655.48,369,0,198,email,,,,
8733609,BustedAutoParts,370,dolphin,7/9/14,7/9/14,4.56,7/10/14,1,US,MD,Laurel,TRUE,26,1046.8,107.16,10729,157,direct,,ebay,,
8742113,thinkingforyou,18,minnow,7/9/14,7/9/14,4.56,11/26/17,"1,236",TH,,BANGKOK,TRUE,14,261.43,29.31,0,17,,,ebay,,
8766229,seymourauto203,1356,dolphin,7/11/14,7/11/14,4.56,7/30/14,19,US,CT,Seymour,TRUE,2,151.72,12.75,14677,68,,,ebay,,
8802849,BZGraphics,3626,dolphin,7/14/14,7/14/14,4.55,7/24/14,10,US,NV,Las Vegas,TRUE,182,17166.27,4031.88,27863,1011,direct,,ebay,,
8825925,zenonm,860,dolphin,7/15/14,7/15/14,4.55,8/14/14,30,CA,,Waterloo,TRUE,668,8092.68,709.43,1661,1587,direct,,,,
8829467,rimskych,3,minnow,7/16/14,7/16/14,4.55,2/12/15,211,HK,,Hong Kong,TRUE,4,216.51,10.12,54,15,,,ebay,,
8911697,TrotzenSports,74,minnow,7/21/14,7/21/14,4.53,7/24/14,3,BD,,Dhaka,TRUE,8,553.91,35.1,22608,67,direct,,amazon,,
8976055,BargainEverything,12894,whale,7/25/14,7/25/14,4.52,7/29/14,4,US,TX,Houston,TRUE,146,28027.8,2069.99,72466,772,email,,ebay,,
9104653,Carboagez,2768,whale,8/2/14,8/2/14,4.5,8/9/14,7,US,MI,Commerce,TRUE,88,9938.89,1213.96,63990,438,,,ebay,,
9109319,vwjoe2000,0,minnow,8/3/14,2/27/18,0.92,,NaN,US,MD,Severna Park,TRUE,0,0,0,0,0,google_text_ad,,ebay,,
9231439,NintyNineOnlineSales,72,minnow,8/10/14,8/10/14,4.48,8/23/14,13,US,CA,Walnut,TRUE,10,181,16.02,10,62,direct,,,,
9301681,utvboy,3051,dolphin,8/14/14,8/14/14,4.47,1/3/15,142,US,UT,Salt Lake City,TRUE,18,5161.05,466.56,315,216,,,ebay,,
9350925,concepticamotors,-18,minnow,8/17/14,8/17/14,4.46,10/30/16,805,US,CA,Los Angeles,FALSE,0,0,0,0,2,direct,,,,
9361317,eyesonme,6,minnow,8/18/14,8/25/14,4.44,3/1/15,188,TH,,Amphur Muang,TRUE,3,36.24,3.26,0,38,,,ebay,,
9435705,discountoemradios,5160,whale,8/22/14,8/26/14,4.43,8/28/14,2,US,GA,Williamson,TRUE,657,34753.6,3901.21,7901,1565,direct,,ebay,,
9458381,Doghousedeals,1146,minnow,8/24/14,8/24/14,4.44,9/15/14,22,US,MD,Parkville,TRUE,11,306.84,43.08,3079,94,direct,,ebay,,
9502409,MSLGGL,439,minnow,8/26/14,8/26/14,4.43,9/18/14,23,US,VA,CHESTERFIELD,TRUE,18,1568.05,106.46,318,152,,,ebay,,
9533173,import1020,172,minnow,8/28/14,8/28/14,4.43,12/26/14,120,US,OH,Toledo,TRUE,9,754,29.54,892,47,,,,,
9589153,techwiese,148,whale,9/1/14,9/1/14,4.42,7/21/15,323,US,Al,Toney,TRUE,0,0,0,429,16,,,ebay,,
9634775,rohnersauto,5,dolphin,9/3/14,9/3/14,4.41,5/22/16,627,US,MN,Willmar,TRUE,1,14.21,0.5,5555,3,,,ebay,,
9643285,HEADLIGHTSRUS,5715,whale,9/4/14,9/4/14,4.41,9/8/14,4,US,NC,Concord,TRUE,55,11690.31,891.25,4833,602,email,,ebay,,
9678861,dpequip,241,dolphin,9/6/14,9/6/14,4.4,9/27/15,386,US,SC,Pickens,TRUE,23,6500.69,356.61,2526,58,email,,ebay,,
9722307,Custom_Auto_Crews,938,whale,9/8/14,9/8/14,4.4,9/14/14,6,US,NJ,Carlstadt,TRUE,19,365.61,31.01,5261,487,other,,ebay,,
9733067,deeringssales,1053,dolphin,9/9/14,9/9/14,4.39,9/11/14,2,US,MN,Spicer,TRUE,63,5086.94,625.73,6128,210,,,ebay,,
9740633,manual-man,360,sea_bass,9/9/14,9/9/14,4.39,10/13/14,34,US,NJ,CHERRY HILL,TRUE,141,1293.12,203.1,121,433,,,,,
9779710,SPUnlimited,7503,whale,9/14/14,9/14/14,4.38,9/19/14,5,US,CA,Corona,TRUE,175,6333.27,783.08,11497,2212,,,,,
9783620,spectroparts,1244,minnow,9/14/14,9/14/14,4.38,9/30/14,16,BG,,Plovdiv,TRUE,9,804.3,80.38,3528,127,,,ebay,,
9790193,Quality_car_parts,1214,dolphin,9/15/14,9/15/14,4.38,9/19/14,4,US,PA,Dover,TRUE,65,9692.57,822.59,326,190,,,ebay,,
9809905,Phagota,22,minnow,9/17/14,9/17/14,4.37,9/20/14,3,US,RI,Cumberland,TRUE,9,144.44,13,260,29,direct,,ebay,,
9852073,dropnrun,432,dolphin,9/22/14,9/22/14,4.36,9/26/14,4,US,FL,Eustis,TRUE,74,4178.82,496.03,5429,252,,,ebay,,
9894050,spturboost,2294,dolphin,9/26/14,9/26/14,4.35,10/20/14,24,US,CA,Newbury Park,TRUE,37,7931.61,434.51,0,352,direct,,,,
9975221,germanaudiotech,3439,dolphin,10/5/14,10/25/16,2.27,10/26/16,1,US,CA,Long Beach,TRUE,99,13117.53,1038.88,622,434,,,ebay,,
9975502,pamelakhotfinds,224,dolphin,10/5/14,10/5/14,4.32,2/7/15,125,US,FL,Cocoa,FALSE,2,348.48,45.3,0,28,,,ebay,,
9981811,LRparts,3707,whale,10/6/14,10/6/14,4.32,10/17/14,11,US,NY,Clarence Center,TRUE,93,17636.72,1797.31,2829,458,,,ebay,,
10004617,bikerchickltd,2121,dolphin,10/8/14,10/8/14,4.32,10/12/14,4,US,FL,Pinecrest,TRUE,120,4686.37,583.13,10493,530,,,ebay,,
10056647,turbo_repair_shop,55,minnow,10/13/14,10/14/14,4.3,10/22/14,8,US,TX,Barker,TRUE,5,283.86,19.16,0,45,,,ebay,,
10103603,quick_dave,4047,whale,10/18/14,10/18/14,4.29,12/18/14,61,US,MI,FRASER,TRUE,157,12164.97,1911.29,2407,524,direct,,,,
10115637,FastCat2,0,minnow,10/19/14,10/19/14,4.28,,NaN,US,OR,PORTLAND,TRUE,0,0,0,0,0,email,,,,
10123775,fullcircleparts,33,minnow,10/20/14,10/20/14,4.28,1/8/16,445,US,MI,Birmingham,TRUE,7,722.87,29.35,2289,31,,,ebay,,
10146218,streetimports,1760,dolphin,10/22/14,10/22/14,4.28,10/27/14,5,CA,,Ottawa,TRUE,32,9677.75,768.67,123,144,direct,,ebay,,
10206406,whisper4winds,516,dolphin,10/28/14,10/28/14,4.26,7/27/15,272,US,MN,Hinckley,TRUE,58,1194.01,113.17,1552,245,direct,,ebay,,
10222534,mohavy,567,minnow,10/29/14,1/25/15,4.02,1/31/15,6,US,CA,Laguna Niguel,TRUE,2,327.91,98.38,1212,109,organic,,amazon,,
10373682,smallAutoParts,1071,dolphin,11/13/14,11/13/14,4.22,11/15/14,2,US,PA,Emigsville,TRUE,30,394.71,17.35,2609,1013,,,ebay,,
10400474,hotsondotson,652,minnow,11/16/14,11/16/14,4.21,1/25/15,70,US,MD,Landover,TRUE,38,1947.75,254.23,22,77,,,,,
10409905,impactgrafix,11,minnow,11/17/14,11/17/14,4.21,12/30/14,43,US,NJ,Avenel,TRUE,2,16,1.44,11,76,,,,,
10522484,suburbanwheelcover,1985,whale,11/27/14,11/27/14,4.18,11/30/14,3,US,IL,Elk Grove Village,TRUE,81,6800.2,618.4,2074,485,,,ebay,,
10532579,Gorhad,160,minnow,11/28/14,9/27/15,3.35,10/15/15,18,US,FL,Rockledge,TRUE,21,638.85,56.44,27,109,direct,,amazon,,
10594395,justgoodeal,36,minnow,12/2/14,12/2/14,4.16,12/22/14,20,US,FL,Brandon,TRUE,1,38.61,3.47,103,13,direct,,ebay,,
10599487,dsusedautoparts,648,sea_bass,12/3/14,12/3/14,4.16,1/4/15,32,US,IL,Blackstone,TRUE,28,2311.99,81.48,2092,158,,,,,
10660150,chuckdrew66,1219,dolphin,12/8/14,12/8/14,4.15,12/22/14,14,US,NH,Tilton,FALSE,14,965,206.43,0,361,direct,,ebay,,
10706524,pacificcustoms,433,dolphin,12/11/14,12/11/14,4.14,12/20/14,9,US,CA,Corona,TRUE,39,7149.85,344.99,10390,193,,,amazon,,
10800723,Metertech,83,dolphin,12/18/14,12/18/14,4.12,1/31/15,44,US,PA,Oxford,FALSE,4,124.25,11.17,0,79,,,,,
11082674,completecoach,238,dolphin,1/12/15,1/12/15,4.05,2/4/15,23,US,CA,Riverside,TRUE,24,4258.23,184.41,1766,74,organic,,ebay,,
11093553,____477,148,minnow,1/13/15,1/22/15,4.02,3/31/15,68,TW,,Taipei,TRUE,11,962.98,21.99,316,51,direct,,ebay,,
